animal_type,breed,sex_upon_intake,sex_upon_outcome,age_upon_intake,age_upon_outcome,intake_type,intake_condition,outcome_type,time_in_shelter_days
Dog,Boxer Mix,Intact Male,Intact Male,2 years,2 years,Stray,Normal,Transfer,7.04375
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,14 years,14 years,Stray,Normal,Euthanasia,0.8868055555555555
Dog,Yorkshire Terrier Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,3.9347222222222222
Dog,Doberman Pinsch,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Rto-Adopt,6.8125
Dog,German Shepherd Mix,Intact Male,Neutered Male,3 years,3 years,Stray,Normal,Adoption,17.2625
Dog,Blue Lacy/Pit Bull,Neutered Male,Neutered Male,8 years,9 years,Public Assist,Normal,Transfer,12.602083333333333
Dog,Labrador Retriever/Boxer,Intact Male,Neutered Male,2 days,1 month,Stray,Nursing,Adoption,53.98125
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,2 months,Owner Surrender,Normal,Adoption,32.018055555555556
Dog,Pointer/Collie Smooth,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,8.123611111111112
Cat,Siamese Mix,Intact Female,Intact Female,7 months,7 months,Owner Surrender,Normal,Adoption,2.2618055555555556
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 weeks,2 months,Stray,Normal,Adoption,56.136805555555554
Dog,Chihuahua Shorthair Mix,Spayed Female,Spayed Female,10 years,10 years,Owner Surrender,Aged,Adoption,4.079861111111111
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,3 years,3 years,Stray,Normal,Transfer,43.991666666666674
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,6 years,6 years,Public Assist,Normal,Return to Owner,10.047222222222222
Dog,Pit Bull Mix,Intact Male,Intact Male,1 year,1 year,Stray,Normal,Transfer,15.05
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,3 months,3 months,Owner Surrender,Normal,Adoption,13.175694444444444
Dog,Pit Bull Mix,Intact Female,Spayed Female,6 months,6 months,Stray,Normal,Adoption,8.230555555555556
Dog,Labrador Retriever Mix,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,3.963888888888889
Cat,Russian Blue Mix,Intact Male,Intact Male,2 months,2 months,Stray,Normal,Adoption,3.847916666666667
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,8 years,8 years,Owner Surrender,Normal,Transfer,40.96666666666667
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,17.095833333333335
Cat,Domestic Medium Hair Mix,Intact Male,Intact Male,9 months,10 months,Stray,Normal,Transfer,2.929166666666667
Dog,Pit Bull Mix,Intact Male,Intact Male,3 years,3 years,Stray,Normal,Return to Owner,1.0055555555555555
Dog,Great Pyrenees/German Shepherd,Intact Female,Intact Female,4 months,4 months,Stray,Normal,Return to Owner,0.7895833333333333
Dog,Yorkshire Terrier Mix,Intact Female,Spayed Female,9 months,10 months,Stray,Normal,Transfer,4.1875
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,40.040277777777774
Dog,Flat Coat Retriever Mix,Neutered Male,Neutered Male,9 years,9 years,Stray,Normal,Return to Owner,0.7743055555555556
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,2 months,Owner Surrender,Normal,Adoption,2.1083333333333334
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,22.95486111111111
Cat,Domestic Longhair Mix,Spayed Female,Spayed Female,7 years,7 years,Owner Surrender,Normal,Adoption,10.2625
Dog,Vizsla/Rhod Ridgeback,Intact Female,Intact Female,3 years,3 years,Stray,Normal,Return to Owner,1.26875
Dog,Border Collie Mix,Unknown,Unknown,4 weeks,4 weeks,Stray,Normal,Transfer,0.07916666666666666
Dog,Chihuahua Shorthair Mix,Intact Female,Intact Female,3 years,3 years,Owner Surrender,Normal,Transfer,11.701388888888893
Dog,Chihuahua Shorthair Mix,Intact Female,Intact Female,5 years,6 years,Stray,Sick,Transfer,10.203472222222222
Dog,Pomeranian/Chihuahua Longhair,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Transfer,4.178472222222222
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Adoption,13.127083333333331
Dog,Pit Bull Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,136.0298611111111
Dog,Pug,Intact Female,Spayed Female,4 years,4 years,Stray,Normal,Return to Owner,2.017361111111111
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,42.10208333333333
Dog,Dachshund Mix,Intact Female,Intact Female,5 years,5 years,Public Assist,Normal,Transfer,21.155555555555555
Dog,Pit Bull Mix,Neutered Male,Neutered Male,2 years,2 years,Public Assist,Normal,Transfer,37.984027777777776
Dog,Yorkshire Terrier Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Transfer,9.994444444444444
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,1 year,1 year,Public Assist,Normal,Return to Owner,8.122222222222222
Dog,Pit Bull Mix,Spayed Female,Spayed Female,3 years,3 years,Stray,Normal,Return to Owner,0.09166666666666667
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 weeks,2 weeks,Stray,Normal,Transfer,4.097222222222222
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,12 years,12 years,Owner Surrender,Normal,Adoption,32.17986111111111
Dog,American Bulldog Mix,Intact Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Adoption,21.86666666666667
Cat,Domestic Medium Hair Mix,Intact Male,Neutered Male,4 weeks,3 months,Stray,Normal,Adoption,77.01180555555555
Dog,Pit Bull Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Normal,Return to Owner,0.2763888888888889
Dog,German Shepherd Mix,Neutered Male,Neutered Male,8 years,8 years,Stray,Normal,Return to Owner,0.9527777777777776
Dog,Basset Hound Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Transfer,4.091666666666667
Dog,Rat Terrier Mix,Intact Male,Intact Male,1 year,1 year,Public Assist,Normal,Return to Owner,2.06875
Cat,Domestic Shorthair Mix,Unknown,Unknown,3 weeks,3 weeks,Stray,Normal,Euthanasia,0.0125
Dog,Chihuahua Longhair/Dachshund,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Transfer,1.9194444444444445
Cat,Siamese Mix,Spayed Female,Spayed Female,6 years,6 years,Stray,Sick,Euthanasia,3.6666666666666665
Dog,Dachshund Wirehair Mix,Intact Female,Intact Female,1 month,2 months,Public Assist,Normal,Return to Owner,5.5062500000000005
Cat,Domestic Shorthair Mix,Unknown,Unknown,5 days,5 days,Stray,Normal,Transfer,0.09097222222222225
Dog,Pit Bull Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,4.076388888888889
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,3 years,3 years,Stray,Normal,Transfer,2.63125
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,2 years,2 years,Owner Surrender,Normal,Adoption,9.968055555555557
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,5 years,5 years,Stray,Normal,Transfer,42.139583333333334
Dog,Chihuahua Shorthair Mix,Intact Male,Intact Male,1 month,2 months,Owner Surrender,Sick,Transfer,3.0298611111111113
Dog,Dutch Shepherd/Anatol Shepherd,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,6.104861111111111
Dog,Toy Poodle Mix,Intact Female,Spayed Female,3 years,3 years,Owner Surrender,Normal,Adoption,54.017361111111114
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,4 weeks,4 weeks,Stray,Normal,Transfer,3.482638888888889
Dog,Harrier Mix,Neutered Male,Neutered Male,3 years,3 years,Stray,Normal,Adoption,15.85763888888889
Dog,Pembroke Welsh Corgi Mix,Spayed Female,Spayed Female,11 years,11 years,Euthanasia Request,Sick,Euthanasia,0.02986111111111111
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,27.09236111111111
Dog,Dachshund/Australian Cattle Dog,Intact Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Adoption,2.129166666666667
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,8 years,8 years,Owner Surrender,Normal,Adoption,10.00763888888889
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,7 years,7 years,Stray,Normal,Transfer,0.9048611111111112
Dog,Boston Terrier Mix,Spayed Female,Spayed Female,5 years,5 years,Stray,Normal,Return to Owner,0.09097222222222225
Dog,Chinese Sharpei Mix,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,4.276388888888889
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 weeks,2 months,Stray,Normal,Adoption,72.04583333333333
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,2 weeks,2 weeks,Stray,Normal,Transfer,0.10555555555555556
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,4 weeks,2 months,Stray,Normal,Transfer,38.49930555555556
Dog,Catahoula/Great Dane,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,6.981944444444444
Dog,Pit Bull Mix,Spayed Female,Spayed Female,3 years,3 years,Stray,Normal,Adoption,18.07777777777778
Cat,Domestic Medium Hair Mix,Intact Male,Intact Male,1 weeks,1 weeks,Stray,Nursing,Transfer,0.04027777777777778
Dog,Labrador Retriever/Australian Cattle Dog,Intact Male,Neutered Male,7 months,8 months,Stray,Normal,Transfer,4.819444444444445
Dog,Golden Retriever,Intact Male,Intact Male,9 years,9 years,Stray,Normal,Return to Owner,0.9152777777777776
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Adoption,6.772916666666666
Dog,Australian Cattle Dog Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,4.9319444444444445
Dog,Dachshund Mix,Intact Male,Neutered Male,4 weeks,1 month,Stray,Normal,Adoption,25.17013888888889
Dog,Labrador Retriever/Plott Hound,Intact Male,Intact Male,2 years,2 years,Stray,Normal,Return to Owner,2.870138888888889
Dog,Pomeranian Mix,Neutered Male,Neutered Male,2 years,3 years,Public Assist,Normal,Return to Owner,10.210416666666667
Cat,Maine Coon Mix,Spayed Female,Spayed Female,12 years,12 years,Owner Surrender,Normal,Adoption,50.73888888888889
Dog,Chihuahua Shorthair Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Adoption,32.053472222222226
Dog,Pit Bull Mix,Intact Female,Intact Female,4 months,4 months,Stray,Normal,Transfer,1.88125
Cat,Domestic Medium Hair Mix,Intact Female,Spayed Female,1 month,1 month,Stray,Normal,Adoption,15.218055555555557
Dog,Pit Bull Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,12.066666666666668
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,19.88888888888889
Dog,Pit Bull Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Injured,Adoption,224.17430555555555
Dog,Boxer Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,5.844444444444445
Cat,Domestic Longhair Mix,Intact Female,Spayed Female,3 months,3 months,Owner Surrender,Normal,Adoption,1.3
Dog,Yorkshire Terrier Mix,Spayed Female,Spayed Female,1 month,1 month,Public Assist,Normal,Transfer,1.8104166666666663
Dog,Chihuahua Shorthair Mix,Intact Female,Intact Female,10 months,10 months,Stray,Normal,Adoption,5.964583333333334
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,2 months,3 months,Stray,Normal,Adoption,5.943055555555556
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Transfer,3.1979166666666665
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Transfer,4.231944444444444
Dog,Labrador Retriever Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Return to Owner,0.03055555555555555
Cat,Snowshoe,Spayed Female,Spayed Female,12 years,12 years,Public Assist,Normal,Return to Owner,4.873611111111111
Dog,Dachshund Mix,Spayed Female,Spayed Female,2 months,3 months,Owner Surrender,Normal,Adoption,0.7250000000000001
Cat,Domestic Shorthair Mix,Unknown,Unknown,3 weeks,3 weeks,Stray,Normal,Transfer,0.05138888888888889
Cat,Domestic Medium Hair Mix,Intact Female,Spayed Female,1 month,1 month,Stray,Normal,Adoption,15.097916666666666
Dog,Labrador Retriever/Plott Hound,Neutered Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,5.270833333333333
Dog,Labrador Retriever/German Shepherd,Intact Female,Intact Female,4 weeks,4 weeks,Stray,Normal,Transfer,2.9201388888888893
Dog,Maltese Mix,Intact Female,Spayed Female,3 years,3 years,Stray,Normal,Adoption,5.225694444444445
Dog,Shiba Inu Mix,Intact Male,Intact Male,3 years,3 years,Public Assist,Normal,Return to Owner,10.334722222222222
Dog,Blue Lacy Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,7.135416666666667
Dog,American Pit Bull Terrier Mix,Spayed Female,Spayed Female,3 years,3 years,Owner Surrender,Normal,Adoption,4.8875
Dog,German Shepherd Mix,Neutered Male,Neutered Male,7 years,8 years,Public Assist,Normal,Return to Owner,9.800694444444444
Dog,Chihuahua Shorthair Mix,Intact Female,Intact Female,2 years,2 years,Owner Surrender,Normal,Transfer,10.972916666666668
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,4.213888888888889
Dog,German Shepherd Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,0.17986111111111114
Dog,American Pit Bull Terrier Mix,Intact Female,Spayed Female,7 months,8 months,Stray,Normal,Adoption,5.890277777777778
Dog,Cairn Terrier Mix,Intact Female,Spayed Female,3 years,3 years,Stray,Normal,Adoption,4.204861111111111
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,5 days,5 days,Stray,Normal,Transfer,0.20972222222222223
Dog,American Bulldog Mix,Intact Male,Intact Male,2 years,2 years,Stray,Normal,Return to Owner,2.9923611111111112
Dog,Labrador Retriever Mix,Neutered Male,Neutered Male,4 years,4 years,Stray,Normal,Transfer,5.173611111111111
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Transfer,2.2527777777777778
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,8.410416666666666
Dog,Picardy Sheepdog,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Adoption,4.235416666666667
Dog,Rottweiler/Pit Bull,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,37.23680555555555
Dog,Chihuahua Shorthair/Cardigan Welsh Corgi,Intact Female,Spayed Female,1 week,2 months,Stray,Nursing,Adoption,73.98541666666667
Dog,Rat Terrier Mix,Spayed Female,Spayed Female,4 years,4 years,Stray,Normal,Return to Owner,5.227777777777778
Cat,Siamese Mix,Intact Female,Intact Female,5 years,5 years,Owner Surrender,Normal,Adoption,26.145138888888887
Dog,Chihuahua Shorthair Mix,Intact Female,Intact Female,3 years,3 years,Stray,Normal,Transfer,0.00208333333333333
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,3 weeks,3 weeks,Stray,Normal,Transfer,0.9097222222222222
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,3 months,Owner Surrender,Normal,Adoption,14.259722222222225
Dog,Miniature Schnauzer Mix,Intact Female,Spayed Female,7 years,7 years,Stray,Normal,Return to Owner,1.176388888888889
Dog,Labrador Retriever Mix,Neutered Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Adoption,34.14791666666667
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,9 months,10 months,Owner Surrender,Normal,Adoption,8.832638888888889
Dog,Great Pyrenees Mix,Spayed Female,Spayed Female,3 years,3 years,Stray,Normal,Return to Owner,4.059027777777778
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,8 years,8 years,Owner Surrender,Normal,Transfer,24.9125
Dog,Manchester Terrier Mix,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Transfer,4.881944444444445
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,1 year,2 years,Stray,Normal,Adoption,14.125
Cat,Domestic Shorthair Mix,Unknown,Unknown,6 years,6 years,Stray,Sick,Euthanasia,0.02638888888888889
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,6 months,6 months,Stray,Normal,Adoption,6.942361111111111
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Owner Surrender,Normal,Adoption,26.122222222222224
Dog,Boxer/Labrador Retriever,Neutered Male,Neutered Male,4 years,4 years,Stray,Normal,Transfer,37.9875
Dog,Pit Bull Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,35.263194444444444
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,11.329861111111112
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,9 months,10 months,Stray,Normal,Transfer,4.065277777777778
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,8.292361111111111
Dog,Australian Shepherd Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,0.05069444444444444
Cat,Domestic Medium Hair Mix,Intact Female,Spayed Female,1 month,3 months,Stray,Normal,Adoption,43.234027777777776
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,4 weeks,1 month,Public Assist,Normal,Return to Owner,10.011111111111113
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,1 month,Stray,Normal,Adoption,7.077083333333333
Dog,American Bulldog/Basset Hound,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,46.083333333333336
Dog,Chihuahua Shorthair Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,8.176388888888889
Dog,Treeing Cur Mix,Intact Female,Intact Female,3 months,3 months,Stray,Sick,Transfer,4.229166666666667
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,3 years,3 years,Owner Surrender,Normal,Return to Owner,0.12083333333333332
Cat,Maine Coon Mix,Neutered Male,Neutered Male,6 years,6 years,Owner Surrender,Normal,Return to Owner,8.910416666666666
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Adoption,11.108333333333334
Dog,Anatol Shepherd Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Transfer,8.6875
Dog,Labrador Retriever Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Return to Owner,0.11597222222222224
Dog,German Shepherd/Rottweiler,Intact Male,Intact Male,4 years,5 years,Stray,Normal,Euthanasia,2.027083333333333
Cat,Domestic Medium Hair Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Euthanasia,0.07708333333333334
Dog,German Shepherd/Labrador Retriever,Intact Female,Spayed Female,1 month,1 month,Stray,Normal,Adoption,4.154861111111111
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,4 weeks,2 months,Stray,Normal,Adoption,32.74791666666667
Dog,Chihuahua Shorthair Mix,Intact Female,Spayed Female,3 years,3 years,Stray,Normal,Adoption,4.097222222222222
Dog,Maltese Mix,Intact Female,Intact Female,3 months,3 months,Stray,Normal,Transfer,4.101388888888889
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,6 years,6 years,Stray,Normal,Transfer,0.8326388888888889
Dog,Chihuahua Shorthair/Miniature Poodle,Intact Female,Spayed Female,1 month,1 month,Owner Surrender,Normal,Adoption,3.9541666666666666
Dog,Black Mouth Cur Mix,Spayed Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Adoption,121.98819444444445
Dog,Miniature Schnauzer Mix,Intact Female,Intact Female,6 years,6 years,Stray,Normal,Return to Owner,1.1576388888888889
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,2 days,2 weeks,Stray,Normal,Transfer,16.01388888888889
Dog,Catahoula Mix,Spayed Female,Spayed Female,4 years,4 years,Stray,Normal,Return to Owner,0.1125
Dog,Dachshund Wirehair Mix,Neutered Male,Neutered Male,5 years,5 years,Stray,Normal,Return to Owner,2.2423611111111112
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,9 months,10 months,Stray,Normal,Return to Owner,3.845138888888889
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,9 months,10 months,Stray,Normal,Adoption,4.975
